SoftPlot for Genesys Testlink,,,,,,,,,,,,,,,,
Start,5.00E-01,,,,,,,,,,,,,,,
Stop,-3.50E+00,,,,,,,,,,,,,,,
Points,41,,,,,,,,,,,,,,,
X-Axis (V),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none)
0.5,-1.014E-09,-1.7046E-08,-1.7652E-08,-1.8117E-08,-1.8498E-08,-1.8898E-08,-1.9296E-08,-1.8497E-08,-2E-12,0,0,0,0,1E-12,0,0
0.4,5.9E-11,-9.677E-09,-9.988E-09,-1.0182E-08,-1.0352E-08,-1.0618E-08,-1.0853E-08,-9.501E-09,2E-12,1E-12,1E-12,1E-12,0,0,1E-12,0
0.3,4.95E-10,-6.8E-09,-7.075E-09,-7.195E-09,-7.3E-09,-7.577E-09,-7.784E-09,-6.394E-09,-1E-12,1E-12,1E-12,1E-12,0,1E-12,0,0
0.2,7.94E-10,-4.735E-09,-4.997E-09,-5.072E-09,-5.137E-09,-5.4E-09,-5.533E-09,-4.2E-09,1E-12,1E-12,1E-12,0,-1E-12,1E-12,1E-12,0
0.1,1.009E-09,-3.1E-09,-3.366E-09,-3.426E-09,-3.57E-09,-3.763E-09,-3.855E-09,-2.565E-09,-1E-12,1E-12,0,0,0,-1E-12,0,0
0,1.169E-09,-1.83E-09,-2.066E-09,-2.098E-09,-2.399E-09,-2.524E-09,-2.583E-09,-1.202E-09,1E-12,-1E-12,-1E-12,-1E-12,1E-12,1E-12,1E-12,-1E-12
-0.1,1.224E-09,-1.045E-09,-1.264E-09,-1.287E-09,-1.241E-09,-1.32E-09,-1.349E-09,-3.25E-10,-2E-12,1E-12,0,1E-12,-1E-12,-1E-12,-1E-12,0
-0.2,1.399E-09,-4.23E-10,-6.19E-10,-6.32E-10,-6.17E-10,-5.92E-10,-5.94E-10,2.65E-10,1E-12,0,0,-1E-12,0,0,-1E-12,-1E-12
-0.3,1.427E-09,1.21E-10,-4.9E-11,-5.3E-11,-2.6E-11,-1.19E-10,-1.13E-10,7.86E-10,-1E-12,1E-12,1E-12,1E-12,-1E-12,-1E-12,0,-1E-12
-0.4,1.584E-09,4.24E-10,2.81E-10,2.81E-10,3.15E-10,3.12E-10,3.27E-10,1.3E-09,1E-12,-2E-12,-1E-12,-1E-12,0,1E-12,1E-12,-1E-12
-0.5,1.688E-09,7.29E-10,6.1E-10,6.16E-10,7.3E-10,7.43E-10,7.66E-10,1.68E-09,-1E-12,-1E-12,0,1E-12,-1E-12,0,-1E-12,0
-0.6,1.771E-09,1.033E-09,9.48E-10,9.63E-10,1.015E-09,9.63E-10,1.07E-09,1.92E-09,1E-12,-2E-12,-2E-12,-1E-12,0,0,0,-1E-12
-0.7,1.882E-09,1.264E-09,1.205E-09,1.156E-09,1.205E-09,1.313E-09,1.271E-09,2.305E-09,-1E-12,1E-12,1E-12,0,-1E-12,-1E-12,-1E-12,0
-0.8,1.976E-09,1.397E-09,1.363E-09,1.462E-09,1.528E-09,1.584E-09,1.619E-09,2.494E-09,0,-1E-12,-1E-12,-1E-12,0,0,1E-12,-2E-12
-0.9,2.096E-09,1.677E-09,1.669E-09,1.722E-09,1.802E-09,1.787E-09,1.836E-09,2.84E-09,-1E-12,1E-12,0,0,-1E-12,-1E-12,0,0
-1,2.224E-09,1.849E-09,1.862E-09,1.928E-09,2.087E-09,2.165E-09,2.229E-09,3.019E-09,0,-2E-12,-2E-12,-1E-12,0,0,0,-1E-12
-1.1,2.309E-09,2.165E-09,2.196E-09,2.285E-09,2.405E-09,2.419E-09,2.495E-09,3.35E-09,-1E-12,1E-12,1E-12,0,-1E-12,-1E-12,-1E-12,0
-1.2,2.582E-09,2.384E-09,2.439E-09,2.543E-09,2.734E-09,2.842E-09,2.926E-09,3.537E-09,1E-12,-1E-12,-2E-12,-1E-12,0,0,0,-1E-12
-1.3,2.758E-09,2.741E-09,2.819E-09,2.938E-09,3.092E-09,3.142E-09,3.243E-09,3.887E-09,-1E-12,0,0,0,-1E-12,-1E-12,-2E-12,-1E-12
-1.4,3.099E-09,3.003E-09,3.096E-09,3.23E-09,3.443E-09,3.581E-09,3.69E-09,4.114E-09,0,-2E-12,-1E-12,-1E-12,0,0,0,-1E-12
-1.5,3.373E-09,3.406E-09,3.513E-09,3.663E-09,3.829E-09,3.921E-09,4.047E-09,4.525E-09,-2E-12,0,0,0,-1E-12,-1E-12,-1E-12,0
-1.6,3.767E-09,3.705E-09,3.827E-09,3.981E-09,4.223E-09,4.371E-09,4.51E-09,4.894E-09,0,-2E-12,-2E-12,-1E-12,0,0,-1E-12,-1E-12
-1.7,4.095E-09,4.123E-09,4.259E-09,4.43E-09,4.621E-09,4.728E-09,4.874E-09,4.39E-09,-2E-12,0,0,0,-1E-12,-1E-12,-2E-12,0
-1.8,4.548E-09,4.51E-09,4.607E-09,4.785E-09,5.047E-09,5.215E-09,5.384E-09,5.14E-09,0,-1E-12,-1E-12,-1E-12,0,-1E-12,0,0
-1.9,4.952E-09,4.906E-09,5.061E-09,5.26E-09,5.474E-09,5.657E-09,5.828E-09,5.699E-09,-2E-12,0,0,0,-1E-12,-1E-12,-1E-12,0
-2,5.387E-09,5.314E-09,5.491E-09,5.697E-09,5.911E-09,5.225E-09,5.397E-09,6.297E-09,0,-2E-12,-1E-12,-1E-12,-1E-12,-1E-12,-1E-12,0
-2.1,5.815E-09,4.931E-09,5.083E-09,5.293E-09,6.374E-09,5.927E-09,6.119E-09,6.872E-09,-1E-12,-2E-12,-1E-12,-1E-12,-1E-12,-1E-12,-1E-12,-1E-12
-2.2,5.506E-09,5.513E-09,5.695E-09,5.944E-09,6.037E-09,6.521E-09,6.769E-09,7.507E-09,-2E-12,-1E-12,-1E-12,-2E-12,-2E-12,-1E-12,-1E-12,-1E-12
-2.3,6.11E-09,6.036E-09,6.253E-09,6.525E-09,6.756E-09,7.145E-09,7.415E-09,8.141E-09,-1E-12,-1E-12,-1E-12,-1E-12,0,-1E-12,-1E-12,-1E-12
-2.4,6.644E-09,6.537E-09,6.779E-09,7.093E-09,7.403E-09,7.791E-09,8.097E-09,8.821E-09,-2E-12,-2E-12,-1E-12,-1E-12,-1E-12,-1E-12,-1E-12,0
-2.5,7.173E-09,7.101E-09,7.368E-09,7.718E-09,8.085E-09,8.486E-09,8.837E-09,9.7E-09,-2E-12,-1E-12,-2E-12,-1E-12,-1E-12,-1E-12,-1E-12,0
-2.6,7.734E-09,7.66E-09,7.979E-09,8.365E-09,8.78E-09,9.397E-09,9.787E-09,1.0426E-08,-1E-12,-2E-12,-1E-12,-1E-12,-1E-12,0,0,-1E-12
-2.7,8.308E-09,8.303E-09,8.653E-09,9.245E-09,9.565E-09,1.0197E-08,1.0667E-08,1.1271E-08,-1E-12,-1E-12,-1E-12,0,-1E-12,-1E-12,-1E-12,1E-12
-2.8,8.96E-09,9.022E-09,9.41E-09,1.0041E-08,1.0588E-08,1.1166E-08,1.1645E-08,1.2116E-08,-1E-12,-1E-12,-1E-12,-1E-12,0,1E-12,0,0
-2.9,9.787E-09,9.948E-09,1.0394E-08,1.0979E-08,1.1562E-08,1.2172E-08,1.2701E-08,1.3002E-08,1E-12,1E-12,1E-12,0,-1E-12,-1E-12,-1E-12,-1E-12
-3,1.0537E-08,1.0868E-08,1.1356E-08,1.1976E-08,1.2643E-08,1.3296E-08,1.3868E-08,1.4005E-08,-1E-12,-1E-12,-1E-12,-1E-12,0,0,0,0
-3.1,1.1444E-08,1.1866E-08,1.2407E-08,1.3095E-08,1.3826E-08,1.4501E-08,1.5151E-08,1.5168E-08,1E-12,1E-12,0,0,-1E-12,-1E-12,-1E-12,1E-12
-3.2,1.242E-08,1.2955E-08,1.3574E-08,1.4317E-08,1.51E-08,1.5859E-08,1.6726E-08,1.6443E-08,-1E-12,-1E-12,-1E-12,-1E-12,0,0,0,-1E-12
-3.3,1.3514E-08,1.4179E-08,1.4848E-08,1.564E-08,1.6475E-08,1.7275E-08,1.8171E-08,1.7849E-08,0,0,0,0,-1E-12,-1E-12,-1E-12,0
-3.4,1.4713E-08,1.5487E-08,1.6192E-08,1.7071E-08,1.7941E-08,1.8801E-08,1.9701E-08,1.9392E-08,-1E-12,-1E-12,-1E-12,-1E-12,0,0,0,-1E-12
-3.5,1.6045E-08,1.691E-08,1.7691E-08,1.8613E-08,1.9577E-08,2.0474E-08,2.1295E-08,2.1017E-08,1E-12,0,1E-12,0,-1E-12,-1E-12,-1E-12,-1E-12